id;merchant_reference;amount;created_at
04903980d52b;gerhold_cremin_and_brown;67.53;2023-06-20
99cdf8d6e6d0;gerhold_cremin_and_brown;84.46;2023-06-20
c853b4e24a5c;gerhold_cremin_and_brown;99.45;2023-06-20
efd1b57f146e;gerhold_cremin_and_brown;50.26;2023-06-20
e02abdfd60e1;gerhold_cremin_and_brown;78.08;2023-06-20
c137213131d8;gerhold_cremin_and_brown;54.78;2023-06-20
a82fe13795cd;gerhold_cremin_and_brown;65.71;2023-06-20
98a6d73734c3;gerhold_cremin_and_brown;77.89;2023-06-20
487e6d4bacf2;gerhold_cremin_and_brown;67.08;2023-06-20
725b90f158c4;gerhold_cremin_and_brown;41.3;2023-06-20
c3ff269d44d3;gerhold_cremin_and_brown;43.87;2023-06-20
8bdd352f7e80;gerhold_cremin_and_brown;95.41;2023-06-21
7ee39226a82a;gerhold_cremin_and_brown;97.45;2023-06-21
98944d51927c;gerhold_cremin_and_brown;56.03;2023-06-21
643509272191;gerhold_cremin_and_brown;45.66;2023-06-21
247c5be8b658;gerhold_cremin_and_brown;81.22;2023-06-21
88fd05153700;gerhold_cremin_and_brown;69.88;2023-06-21
69cf58030640;gerhold_cremin_and_brown;89.54;2023-06-21
71d1d8dde28e;gerhold_cremin_and_brown;72.34;2023-06-21
02e55a97b0b1;gerhold_cremin_and_brown;60.4;2023-06-21
cfc6abc7c189;gerhold_cremin_and_brown;58.11;2023-06-21
dd7b0a3ca544;gerhold_cremin_and_brown;85.59;2023-06-21
b58a6928d45e;gerhold_cremin_and_brown;92.28;2023-06-21
b1aa8eae93de;gerhold_cremin_and_brown;61.7;2023-06-21
b0a7586473db;gerhold_cremin_and_brown;73.52;2023-06-21
d8330a5feefb;gerhold_cremin_and_brown;62.6;2023-06-21
90a012d5cba4;gerhold_cremin_and_brown;52.89;2023-06-21
0daf77ec6094;gerhold_cremin_and_brown;88.6;2023-06-21
013a9023dea6;gerhold_cremin_and_brown;50.23;2023-06-21
a6912a5cf5a1;gerhold_cremin_and_brown;52.8;2023-06-21
9dd7ec92ab3d;gerhold_cremin_and_brown;75.95;2023-06-21
95e2634ca11c;gerhold_cremin_and_brown;89.41;2023-06-21
43168ba1862f;gerhold_cremin_and_brown;56.6;2023-06-21
882519a48a40;gerhold_cremin_and_brown;62.8;2023-06-21
4c07297859eb;gerhold_cremin_and_brown;30.76;2023-06-21
9d939d0f120a;gerhold_cremin_and_brown;81.18;2023-06-21
6c048cbda695;gerhold_cremin_and_brown;90.39;2023-06-21
1312dca363bb;gerhold_cremin_and_brown;93.72;2023-06-21
207f91ddf567;gerhold_cremin_and_brown;79.43;2023-06-21
fb5468879d8a;gerhold_cremin_and_brown;85.31;2023-06-22
0358c49837f2;gerhold_cremin_and_brown;37.2;2023-06-22
f53a74e35a24;gerhold_cremin_and_brown;82.07;2023-06-22
dba674a04696;gerhold_cremin_and_brown;95.83;2023-06-22
eadc7e128567;gerhold_cremin_and_brown;54.81;2023-06-22
480192f14aef;gerhold_cremin_and_brown;95.9;2023-06-22
6899711bb6f8;gerhold_cremin_and_brown;90.75;2023-06-22
a62d96848813;gerhold_cremin_and_brown;35.58;2023-06-22
38816046be83;gerhold_cremin_and_brown;84.3;2023-06-22
8508a9fcf311;gerhold_cremin_and_brown;45.19;2023-06-22
99cb646be2ef;gerhold_cremin_and_brown;48.29;2023-06-22
bf92ed74b99e;gerhold_cremin_and_brown;40.57;2023-06-22
51d2b24cfe56;gerhold_cremin_and_brown;85.67;2023-06-22
e8875e65d6af;gerhold_cremin_and_brown;40.74;2023-06-22
e19eabd6bff1;gerhold_cremin_and_brown;85.0;2023-06-22
5319d42bb506;gerhold_cremin_and_brown;87.18;2023-06-22
8d6c75cce58f;gerhold_cremin_and_brown;46.44;2023-06-22
7e8068398bda;gerhold_cremin_and_brown;86.18;2023-06-22
f3ced737c1bf;gerhold_cremin_and_brown;37.64;2023-06-22
9825d10023a3;gerhold_cremin_and_brown;40.8;2023-06-22
5bd2d78e75d4;gerhold_cremin_and_brown;91.77;2023-06-22
39216c54ed92;gerhold_cremin_and_brown;67.68;2023-06-22
3830d9e6a91d;gerhold_cremin_and_brown;47.99;2023-06-22
6cdc9316fed5;gerhold_cremin_and_brown;56.99;2023-06-22
b216415c7561;gerhold_cremin_and_brown;91.95;2023-06-22
cb3e7f8678e3;gerhold_cremin_and_brown;85.38;2023-06-22
41af53376eea;gerhold_cremin_and_brown;57.82;2023-06-22
1900a47559d9;gerhold_cremin_and_brown;95.71;2023-06-22
af3483b44395;gerhold_cremin_and_brown;78.6;2023-06-22
773b296335c7;gerhold_cremin_and_brown;49.85;2023-06-22
d92fd630f315;gerhold_cremin_and_brown;79.03;2023-06-22
8c67be31e703;gerhold_cremin_and_brown;43.31;2023-06-22
b62962cf79ce;gerhold_cremin_and_brown;63.08;2023-06-23
e6219a145fa6;gerhold_cremin_and_brown;54.86;2023-06-23
f7c589e3088d;gerhold_cremin_and_brown;55.47;2023-06-23
8e21393f47b3;gerhold_cremin_and_brown;93.02;2023-06-23
6a7fdea1e2b6;gerhold_cremin_and_brown;79.99;2023-06-23
55755547c4f6;gerhold_cremin_and_brown;32.71;2023-06-23
45eba6ecf7a9;gerhold_cremin_and_brown;80.62;2023-06-23
c195e2012e86;gerhold_cremin_and_brown;89.93;2023-06-23
5a967b6e230f;gerhold_cremin_and_brown;33.29;2023-06-23
a287eb2b6da1;gerhold_cremin_and_brown;67.66;2023-06-23
a625c8fd7e10;gerhold_cremin_and_brown;90.67;2023-06-23
16c6c5cbcffc;gerhold_cremin_and_brown;54.67;2023-06-23
466768dd8fac;gerhold_cremin_and_brown;96.96;2023-06-23
f5f54f537ba6;gerhold_cremin_and_brown;97.81;2023-06-23
a2179c89738e;gerhold_cremin_and_brown;46.3;2023-06-23
f0a5ec9213ad;gerhold_cremin_and_brown;37.34;2023-06-23
07c3c02fb79d;gerhold_cremin_and_brown;78.84;2023-06-23
36de93033efd;gerhold_cremin_and_brown;52.3;2023-06-24
41d5f4a2e190;gerhold_cremin_and_brown;35.67;2023-06-24
b40e7748696c;gerhold_cremin_and_brown;73.2;2023-06-24
47ff57fe0322;gerhold_cremin_and_brown;80.35;2023-06-24
b43e4f1be235;gerhold_cremin_and_brown;64.06;2023-06-24
3812667ef6e6;gerhold_cremin_and_brown;32.08;2023-06-24
f9daa1547dc1;gerhold_cremin_and_brown;44.79;2023-06-24
9a69d575357a;gerhold_cremin_and_brown;64.68;2023-06-24
ccfa99052c23;gerhold_cremin_and_brown;35.85;2023-06-24
e45e7ab3ea4c;gerhold_cremin_and_brown;39.35;2023-06-24
14daa9f77d39;gerhold_cremin_and_brown;56.4;2023-06-24
e949f8b74459;gerhold_cremin_and_brown;38.52;2023-06-25
eed75b440470;gerhold_cremin_and_brown;60.41;2023-06-25
0d90773866ec;gerhold_cremin_and_brown;72.37;2023-06-25
333d69c1dbba;gerhold_cremin_and_brown;67.3;2023-06-25
ff76753ceb70;gerhold_cremin_and_brown;85.35;2023-06-25
18e2f4e68e14;gerhold_cremin_and_brown;87.9;2023-06-25
62cea5b06bef;gerhold_cremin_and_brown;38.22;2023-06-25
9066b18d0c49;gerhold_cremin_and_brown;32.55;2023-06-25
a9c5bae967ef;gerhold_cremin_and_brown;66.86;2023-06-25
3f560a464743;gerhold_cremin_and_brown;93.41;2023-06-25
4a9c34661733;gerhold_cremin_and_brown;94.9;2023-06-25
d2c26630587b;gerhold_cremin_and_brown;42.52;2023-06-26
aaa38f62fa07;gerhold_cremin_and_brown;51.1;2023-06-26
e2b20d549619;gerhold_cremin_and_brown;84.57;2023-06-26
adad85a2c0e4;gerhold_cremin_and_brown;89.53;2023-06-26
98ca3a05d806;gerhold_cremin_and_brown;46.11;2023-06-26
f1e24cadd14e;gerhold_cremin_and_brown;48.85;2023-06-26
5c557afdba7f;gerhold_cremin_and_brown;67.43;2023-06-26
17672401f36c;gerhold_cremin_and_brown;31.23;2023-06-26
275f8077d0d7;gerhold_cremin_and_brown;41.32;2023-06-26
0dd956f3c8b6;gerhold_cremin_and_brown;78.8;2023-06-26
5f842fb863ff;gerhold_cremin_and_brown;83.99;2023-06-26
175502fb8b07;gerhold_cremin_and_brown;59.23;2023-06-26
eeb20f3f50df;gerhold_cremin_and_brown;74.94;2023-06-26
4592db7052db;gerhold_cremin_and_brown;41.46;2023-06-26
28df7965ae38;gerhold_cremin_and_brown;30.24;2023-06-26
cfbd77f319f0;gerhold_cremin_and_brown;33.84;2023-06-26
7da03e622bc2;gerhold_cremin_and_brown;76.96;2023-06-26
950dfc5fae41;gerhold_cremin_and_brown;39.24;2023-06-27
116007fbd953;gerhold_cremin_and_brown;41.68;2023-06-27
905547d079bb;gerhold_cremin_and_brown;48.62;2023-06-27
464366128e55;gerhold_cremin_and_brown;30.59;2023-06-27
901976defa52;gerhold_cremin_and_brown;77.94;2023-06-27
e0bd9b9e6174;gerhold_cremin_and_brown;68.05;2023-06-27
ae87c0298039;gerhold_cremin_and_brown;34.53;2023-06-27
67e273026122;gerhold_cremin_and_brown;50.05;2023-06-27
a02297cac642;gerhold_cremin_and_brown;95.15;2023-06-27
51042322cf60;gerhold_cremin_and_brown;65.51;2023-06-27
ba8716246bb6;gerhold_cremin_and_brown;72.22;2023-06-27
ea8b0e488e7e;gerhold_cremin_and_brown;96.63;2023-06-27
f31b776ce263;gerhold_cremin_and_brown;96.7;2023-06-27
50767f77e3f1;gerhold_cremin_and_brown;55.52;2023-06-27
5802a1a452f6;gerhold_cremin_and_brown;79.78;2023-06-27
69f2d2f2af48;gerhold_cremin_and_brown;62.44;2023-06-27
57f5fe86d186;gerhold_cremin_and_brown;91.62;2023-06-27
171bc53606d8;gerhold_cremin_and_brown;66.88;2023-06-27
d13d557e098a;gerhold_cremin_and_brown;79.32;2023-06-27
82cce68785e8;gerhold_cremin_and_brown;37.11;2023-06-27
cbe2c9af64e0;gerhold_cremin_and_brown;65.24;2023-06-27
2ab9ceda5041;gerhold_cremin_and_brown;40.42;2023-06-27
f8ef12961194;gerhold_cremin_and_brown;79.65;2023-06-27
dc947d440047;gerhold_cremin_and_brown;97.0;2023-06-28
6085212df5c2;gerhold_cremin_and_brown;85.83;2023-06-28
011a9d51b111;gerhold_cremin_and_brown;58.09;2023-06-28
ebe39f08c3fe;gerhold_cremin_and_brown;63.17;2023-06-28
98865096a3ba;gerhold_cremin_and_brown;72.77;2023-06-28
9e133c5fc052;gerhold_cremin_and_brown;49.63;2023-06-28
b44b08d87ba3;gerhold_cremin_and_brown;69.62;2023-06-28
ff3b0a72ad2e;gerhold_cremin_and_brown;65.38;2023-06-28
06e55911f0bd;gerhold_cremin_and_brown;76.33;2023-06-28
ebb75ac4f1a5;gerhold_cremin_and_brown;60.79;2023-06-28
6e8d48bcac27;gerhold_cremin_and_brown;39.05;2023-06-28
0601d837d052;gerhold_cremin_and_brown;40.01;2023-06-28
3908a49c9422;gerhold_cremin_and_brown;45.99;2023-06-28
45fb887ca4f6;gerhold_cremin_and_brown;98.99;2023-06-28
e0533ce4c354;gerhold_cremin_and_brown;74.02;2023-06-28
44623ad24372;gerhold_cremin_and_brown;78.07;2023-06-28
7eae60fd6775;gerhold_cremin_and_brown;32.0;2023-06-28
99a6cb515982;gerhold_cremin_and_brown;46.02;2023-06-28
453eaa063071;gerhold_cremin_and_brown;64.03;2023-06-28
7be8058502b5;gerhold_cremin_and_brown;56.7;2023-06-28
85fcaac5994a;gerhold_cremin_and_brown;83.32;2023-06-28
f863f8cf4764;gerhold_cremin_and_brown;56.89;2023-06-28
bb6c874f0795;gerhold_cremin_and_brown;96.6;2023-06-28
a391520462e0;gerhold_cremin_and_brown;66.79;2023-06-28
d44c18c70f3a;gerhold_cremin_and_brown;62.8;2023-06-28
fe54886da04c;gerhold_cremin_and_brown;84.98;2023-06-28
646ba3f0bb2d;gerhold_cremin_and_brown;53.11;2023-06-29
8cfcb898e67a;gerhold_cremin_and_brown;87.77;2023-06-29
5a2baf85d745;gerhold_cremin_and_brown;55.0;2023-06-29
2706e1a03f58;gerhold_cremin_and_brown;88.54;2023-06-29
6432b4c30699;gerhold_cremin_and_brown;45.8;2023-06-29
717168d65827;gerhold_cremin_and_brown;56.24;2023-06-29
7841f17db70d;gerhold_cremin_and_brown;87.57;2023-06-29
a4c3cedabf03;gerhold_cremin_and_brown;56.47;2023-06-29
56b616b8a29b;gerhold_cremin_and_brown;70.24;2023-06-29
7900e59fae0e;gerhold_cremin_and_brown;97.55;2023-06-29
f187d9622fde;gerhold_cremin_and_brown;71.19;2023-06-29
becd3298690d;gerhold_cremin_and_brown;46.49;2023-06-29
8cc20983788c;gerhold_cremin_and_brown;65.14;2023-06-29
90e96f84cde1;gerhold_cremin_and_brown;68.6;2023-06-29
c7d84fd91763;gerhold_cremin_and_brown;63.88;2023-06-29
7e4fc3dcbd44;gerhold_cremin_and_brown;71.62;2023-06-29
adef4ecf797a;gerhold_cremin_and_brown;86.96;2023-06-29
96764f6bedd4;gerhold_cremin_and_brown;37.18;2023-06-29
6aa40ea7ee4e;gerhold_cremin_and_brown;44.64;2023-06-29
a8f55fbf9e39;gerhold_cremin_and_brown;73.25;2023-06-29
aa10547e1af7;gerhold_cremin_and_brown;86.46;2023-06-29
1bf15e371725;gerhold_cremin_and_brown;66.76;2023-06-29
6d60fa774a0f;gerhold_cremin_and_brown;61.16;2023-06-30
845789511312;gerhold_cremin_and_brown;69.15;2023-06-30
fdc74aa955b2;gerhold_cremin_and_brown;72.82;2023-06-30
0cce6bcf517a;gerhold_cremin_and_brown;38.6;2023-06-30
2811f229dcb4;gerhold_cremin_and_brown;79.3;2023-06-30
2a6a8ce0050f;gerhold_cremin_and_brown;50.42;2023-06-30
288334b2f7b8;gerhold_cremin_and_brown;50.7;2023-06-30
7f07b4ac1b2a;gerhold_cremin_and_brown;96.54;2023-06-30
199741ae11ee;gerhold_cremin_and_brown;82.65;2023-06-30
c51ae37b11df;gerhold_cremin_and_brown;91.42;2023-06-30
f906e1d3e081;gerhold_cremin_and_brown;50.83;2023-06-30
a5a0d068459b;gerhold_cremin_and_brown;38.18;2023-06-30
fd14bd3c3a00;gerhold_cremin_and_brown;38.46;2023-06-30
41e1af20eecb;gerhold_cremin_and_brown;89.12;2023-06-30
e8518053b896;gerhold_cremin_and_brown;55.83;2023-06-30
2799a66ae6d1;gerhold_cremin_and_brown;84.77;2023-07-01
f5659f61e1eb;gerhold_cremin_and_brown;43.55;2023-07-01
fad0480feebd;gerhold_cremin_and_brown;80.08;2023-07-01
13c83f9b68bb;gerhold_cremin_and_brown;73.04;2023-07-01
7e2b7943d734;gerhold_cremin_and_brown;52.71;2023-07-01
5342d0bffee7;gerhold_cremin_and_brown;82.51;2023-07-01
79f9925eed0e;gerhold_cremin_and_brown;71.78;2023-07-01
aff04a30210e;gerhold_cremin_and_brown;44.42;2023-07-01
318c8ee18e82;gerhold_cremin_and_brown;75.84;2023-07-01
950bdb481a76;gerhold_cremin_and_brown;50.62;2023-07-01
ec8a2fd56c55;gerhold_cremin_and_brown;46.68;2023-07-01
017cde5bfff6;gerhold_cremin_and_brown;72.74;2023-07-01
fb1083d54aab;gerhold_cremin_and_brown;71.98;2023-07-01
ee3c8da83254;gerhold_cremin_and_brown;88.41;2023-07-01
a8c4f8efe118;gerhold_cremin_and_brown;48.6;2023-07-02
0baeba2a25fc;gerhold_cremin_and_brown;36.56;2023-07-02
998593d46aa2;gerhold_cremin_and_brown;50.26;2023-07-02
7c98b81f8437;gerhold_cremin_and_brown;69.01;2023-07-02
9f1dc77400ec;gerhold_cremin_and_brown;93.93;2023-07-02
56bca392424b;gerhold_cremin_and_brown;39.0;2023-07-02
fcb1c16ca427;gerhold_cremin_and_brown;98.29;2023-07-02
1be855216ad7;gerhold_cremin_and_brown;75.78;2023-07-02
87e5b0882708;gerhold_cremin_and_brown;79.66;2023-07-02
228ae3acf01b;gerhold_cremin_and_brown;97.35;2023-07-02
80916a08f846;gerhold_cremin_and_brown;45.59;2023-07-03
3f3f74a981b3;gerhold_cremin_and_brown;92.38;2023-07-03
98f67ca60bb9;gerhold_cremin_and_brown;96.87;2023-07-03
b124db362736;gerhold_cremin_and_brown;41.58;2023-07-03
b49788ddba63;gerhold_cremin_and_brown;94.53;2023-07-03
43c49deec6da;gerhold_cremin_and_brown;68.25;2023-07-03
1c40b9db5c99;gerhold_cremin_and_brown;48.02;2023-07-03
17cdedd24d27;gerhold_cremin_and_brown;56.8;2023-07-03
0cf2066d3a07;gerhold_cremin_and_brown;73.26;2023-07-03
1aa4b77e210c;gerhold_cremin_and_brown;64.97;2023-07-03
7b266c6e817a;gerhold_cremin_and_brown;62.2;2023-07-03
480b3e93aca0;gerhold_cremin_and_brown;86.11;2023-07-03
b6552b7e985a;gerhold_cremin_and_brown;97.61;2023-07-03
9cbd2be928a9;gerhold_cremin_and_brown;46.99;2023-07-03
795a261496fc;gerhold_cremin_and_brown;76.96;2023-07-03
f6d9ff0299c5;gerhold_cremin_and_brown;52.46;2023-07-03
b29e12095f9f;gerhold_cremin_and_brown;30.99;2023-07-03
aa99345f5325;gerhold_cremin_and_brown;88.85;2023-07-03
77c4d53fd72d;gerhold_cremin_and_brown;66.03;2023-07-03
81cd5ef0a9e4;gerhold_cremin_and_brown;99.03;2023-07-03
c24e7fe57a65;gerhold_cremin_and_brown;49.81;2023-07-03
ce5bcdbe1341;gerhold_cremin_and_brown;85.73;2023-07-03
cd2f23e8f14d;gerhold_cremin_and_brown;89.19;2023-07-03
f2232b326c2c;gerhold_cremin_and_brown;74.38;2023-07-03
3b0dac960d33;gerhold_cremin_and_brown;81.95;2023-07-03
f1cc178b5fef;gerhold_cremin_and_brown;74.74;2023-07-03
46687fd509fa;gerhold_cremin_and_brown;46.93;2023-07-03
17899de862e5;gerhold_cremin_and_brown;43.82;2023-07-03
9308236245ed;gerhold_cremin_and_brown;32.72;2023-07-03
c814b24c16c4;gerhold_cremin_and_brown;91.46;2023-07-03
fce864afec5c;gerhold_cremin_and_brown;73.43;2023-07-03
43883ca2eb05;gerhold_cremin_and_brown;36.62;2023-07-03
14ad51d508c0;gerhold_cremin_and_brown;78.99;2023-07-03
71dc289f4794;gerhold_cremin_and_brown;88.83;2023-07-03
63db8f50806e;gerhold_cremin_and_brown;79.88;2023-07-03
9ac2a81fd566;gerhold_cremin_and_brown;94.24;2023-07-03
b512e4b607d4;gerhold_cremin_and_brown;32.2;2023-07-03
8546723970af;gerhold_cremin_and_brown;94.55;2023-07-03
beb530795696;gerhold_cremin_and_brown;72.09;2023-07-03
fcd789813dcb;gerhold_cremin_and_brown;70.79;2023-07-03
f43e26b385cd;gerhold_cremin_and_brown;79.63;2023-07-03
133efc2ba2a6;gerhold_cremin_and_brown;56.64;2023-07-03
231904f373f1;gerhold_cremin_and_brown;54.27;2023-07-03
c68f558d9f39;gerhold_cremin_and_brown;51.68;2023-07-03
e5232f4f29e1;gerhold_cremin_and_brown;86.59;2023-07-03
b53fde63c841;gerhold_cremin_and_brown;75.96;2023-07-03
dade30065c8f;gerhold_cremin_and_brown;30.86;2023-07-04
6321d08723ea;gerhold_cremin_and_brown;74.93;2023-07-04
0930f6eae1ab;gerhold_cremin_and_brown;50.65;2023-07-04
d005b855879d;gerhold_cremin_and_brown;57.0;2023-07-04
b7c5b27c3fe3;gerhold_cremin_and_brown;33.91;2023-07-04
4e8acc972c3e;gerhold_cremin_and_brown;51.87;2023-07-04
6e956e461891;gerhold_cremin_and_brown;88.21;2023-07-04
053d31ed9d7c;gerhold_cremin_and_brown;34.38;2023-07-04
9c03ba5a86dd;gerhold_cremin_and_brown;50.99;2023-07-04
b88e4863496a;gerhold_cremin_and_brown;55.44;2023-07-04
2f1a71cfc734;gerhold_cremin_and_brown;33.78;2023-07-04
5338e974ee77;gerhold_cremin_and_brown;46.72;2023-07-04
43150d560c23;gerhold_cremin_and_brown;97.51;2023-07-04
0f7c2caec548;gerhold_cremin_and_brown;49.51;2023-07-04
c8fda08b404f;gerhold_cremin_and_brown;89.8;2023-07-04
4cdebedcd211;gerhold_cremin_and_brown;79.43;2023-07-04
53dc26e8ad28;gerhold_cremin_and_brown;49.55;2023-07-04
7e5621593ced;gerhold_cremin_and_brown;56.6;2023-07-04
443e3e713b5e;gerhold_cremin_and_brown;55.71;2023-07-04
008315c9cb65;gerhold_cremin_and_brown;32.42;2023-07-04
50bff34d6be8;gerhold_cremin_and_brown;43.42;2023-07-04
ceece4f62b24;gerhold_cremin_and_brown;68.23;2023-07-04
cac6023a8917;gerhold_cremin_and_brown;82.42;2023-07-04
de077680e961;gerhold_cremin_and_brown;66.14;2023-07-04
6399944e9d5c;gerhold_cremin_and_brown;97.45;2023-07-05
89946a7d87b1;gerhold_cremin_and_brown;89.88;2023-07-05
08b0dd2ba3f7;gerhold_cremin_and_brown;38.22;2023-07-05
570032ddf921;gerhold_cremin_and_brown;78.17;2023-07-05
d2b2752eeff5;gerhold_cremin_and_brown;73.34;2023-07-05
2e024dc4d865;gerhold_cremin_and_brown;54.13;2023-07-05
5caff742e368;gerhold_cremin_and_brown;98.69;2023-07-05
571279721750;gerhold_cremin_and_brown;73.67;2023-07-05
dd05386378ff;gerhold_cremin_and_brown;79.09;2023-07-05
96d50aec132d;gerhold_cremin_and_brown;59.26;2023-07-05
1bc2f6759cf1;gerhold_cremin_and_brown;30.74;2023-07-05
ef97a4ce28d9;gerhold_cremin_and_brown;50.45;2023-07-05
27ffb07e1167;gerhold_cremin_and_brown;44.79;2023-07-05
c2f91cab8aaf;gerhold_cremin_and_brown;68.2;2023-07-05
e8d9843730c7;gerhold_cremin_and_brown;75.05;2023-07-05
11a920b0da41;gerhold_cremin_and_brown;72.72;2023-07-05
62a113687eee;gerhold_cremin_and_brown;71.89;2023-07-05
35252b1699f6;gerhold_cremin_and_brown;97.96;2023-07-05
8a0020e1cf63;gerhold_cremin_and_brown;75.86;2023-07-05
e7457b5d0120;gerhold_cremin_and_brown;77.9;2023-07-05
14b54953b048;gerhold_cremin_and_brown;44.97;2023-07-05
b6c44fd6d69e;gerhold_cremin_and_brown;58.04;2023-07-05
08867f94a322;gerhold_cremin_and_brown;79.05;2023-07-05
a1ff75a74e41;gerhold_cremin_and_brown;67.41;2023-07-05
f21d07cba7d9;gerhold_cremin_and_brown;78.69;2023-07-05
d643240ba51f;gerhold_cremin_and_brown;81.3;2023-07-05
c4eed6ae6149;gerhold_cremin_and_brown;57.25;2023-07-05
153d17dcee74;gerhold_cremin_and_brown;79.94;2023-07-05
744c95ea1057;gerhold_cremin_and_brown;79.3;2023-07-05
a5b25721dd7e;gerhold_cremin_and_brown;95.97;2023-07-05
8dae730f7bc1;gerhold_cremin_and_brown;93.53;2023-07-05
